;Full Name;Position;Weight;20-Yard Shuttle;3-Cone Drill;Athleticism Score;Broad Jump;Burst Score;40-Yard Dash;Agility Score;Catch Radius;Height-adjusted Speed Score;Assisted Tackles (2016);Assisted Tackles (2017);Assisted Tackles (2018);Assisted Tackles (2019);Assisted Tackles (2020);Forced Fumbles (2016);Forced Fumbles (2017);Forced Fumbles (2018);Forced Fumbles (2019);Forced Fumbles (2020);Fumble Recoveries (2016);Fumble Recoveries (2017);Fumble Recoveries (2018);Fumble Recoveries (2019);Fumble Recoveries (2020);Interceptions (2016);Interceptions (2017);Interceptions (2018);Interceptions (2019);Interceptions (2020);Pass Break-ups (2017);Pass Break-ups (2018);Pass Break-ups (2019);Pass Break-ups (2020);SPARQ-x;Sack Yards (2016);Sack Yards (2017);Sack Yards (2018);Sack Yards (2019);Sack Yards (2020);Sacks (2016);Sacks (2017);Sacks (2018);Sacks (2019);Sacks (2020);Snap Share (2016);Snap Share (2017);Snap Share (2018);Snap Share (2019);Snap Share (2020);Vertical Jump;Assisted Tackles Per Game (2016);Assisted Tackles Per Game (2017);Assisted Tackles Per Game (2018);Assisted Tackles Per Game (2019);Assisted Tackles Per Game (2020);Batted Passes (2016);Batted Passes (2017);Batted Passes (2018);Batted Passes (2019);Batted Passes (2020);Run Stuffs (2016);Run Stuffs (2017);Run Stuffs (2018);Run Stuffs (2019);Run Stuffs (2020);Snaps (2016);Snaps (2017);Snaps (2018);Snaps (2019);Snaps (2020);Solo Tackles (2016);Solo Tackles (2017);Solo Tackles (2018);Solo Tackles (2019);Solo Tackles (2020);Solo Tackles Per Game (2016);Solo Tackles Per Game (2017);Solo Tackles Per Game (2018);Solo Tackles Per Game (2019);Solo Tackles Per Game (2020);Tackles For Loss (2016);Tackles For Loss (2017);Tackles For Loss (2018);Tackles For Loss (2019);Tackles For Loss (2020);Total Tackles (2016);Total Tackles (2017);Total Tackles (2018);Total Tackles (2019);Total Tackles (2020);Total Tackles Per Game (2016);Total Tackles Per Game (2017);Total Tackles Per Game (2018);Total Tackles Per Game (2019);Total Tackles Per Game (2020);Age;Arm Length;BMI;Best Comparable Player (1);Best Comparable Player (2);Best Comparable Player (3);Best Comparable Player (4);Best Comparable Player (5);College;Draft Pick;Draft Year;Hand Size;Height (Inches);Team
36;Chanceller James;S;215 lbs;4,27;7,07;97,8;121,0;113,2;4,66;11,34;9,85;91,2;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;;;;107,3;0,0;;;;;0,0;0,0;;;;;;;;;31,0;;;;;;0,0;;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;;;;;;0,0;0,0;;;;0,0;0,0;;;;;;;;;26,4;32    ;27,6;Jayron Kearse;Corey Moore;Darian Thompson;Ronald Martin;Daimion Stafford;Boise State;Undrafted;2017;10 1/4;74;
37;Charles Washington;S;190 lbs;4,48;7,23;100,8;125,0;132,2;4,53;11,71;9,92;90,2;0,0;1,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;16,0;37,0;109,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;0.0%;0.0%;21.2%;41,0;;0,3;0,0;0,0;0,5;0,0;0,0;0,0;0,0;1,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;61,0;129,0;151,0;0,0;6,0;0,0;0,0;2,0;;2,0;0,0;0,0;1,0;0,0;1,0;0,0;0,0;0,0;0,0;7,0;0,0;0,0;3,0;;2,3;0,0;0,0;1,5;27,9;30    ;27,3;Peyton Thompson;Don Jones;Kentrell Brice;Trae Elston;Kurt Coleman;Fresno State;Undrafted;2016;10    ;70;Arizona Cardinals
38;Charlie Miller;S;190 lbs;4,24;7,1;93,7;121,0;117,5;4,52;11,34;9,97;91,0;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;;;;95,1;0,0;;;;;0,0;0,0;;;;;;;;;33,5;;;;;;0,0;;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;;;;;;0,0;0,0;;;;0,0;0,0;;;;;;;;;26,7;33 1/4;25,8;Marqueston Huff;Dymonte Thomas;Kurt Coleman;Jordan Sterns;Chris Conte;Dartmouth;Undrafted;2017;10 1/4;72;
39;Chris Banjo;S;206 lbs;4,27;7,19;106,0;124,0;129,2;4,55;11,46;9,98;96,1;0,0;1,0;2,0;3,0;11,0;0,0;1,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;1,0;2,0;0,0;0,0;0,0;0,0;0,0;0,0;123,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3.8%;;15.8%;14.6%;61.7%;39,5;0,0;0,3;0,4;0,8;1,4;0,0;0,0;1,0;0,0;2,0;0,0;0,0;0,0;0,0;1,0;2,0;0,0;297,0;254,0;507,0;0,0;3,0;3,0;2,0;30,0;0,0;0,8;0,6;0,5;3,8;0,0;0,0;0,0;0,0;1,0;0,0;4,0;5,0;5,0;41,0;0,0;1,0;1,0;1,3;5,1;30,9;;29,6;Doug Middleton;Clayton Fejedelem;Marwin Evans;Derrick Kindred;Malik Golden;SMU;Undrafted;2012;;70;Arizona Cardinals
40;Chris Conte;S;197 lbs;4,19;7,01;96,6;127,0;123,9;4,52;11,2;10,05;94,4;13,0;22,0;4,0;;;0,0;3,0;0,0;;;1,0;0,0;0,0;;;2,0;1,0;0,0;;;0,0;0,0;;;112,8;0,0;0,0;0,0;;;0,0;0,0;0,0;;;84.6%;;78.7%;;;35,5;1,0;1,4;2,0;;;0,0;7,0;0,0;;;0,0;0,0;0,0;;;707,0;0,0;136,0;;;50,0;53,0;10,0;;;3,8;3,3;5,0;;;1,0;0,0;0,0;;;63,0;75,0;14,0;;;4,8;4,7;7,0;;;31,9;30 1/2;25,3;Eddie Jackson;Nate Allen;Malik Hooker;Reggie Nelson;Malik Golden;California;3.29;2011;9 1/8;74;
41;Chris Culliver;S;199 lbs;4,08;6,88;103,2;123,0;127,0;4,42;10,96;10,23;110,1;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;0,0;0,0;;0,0;;;;120,5;0,0;;;;;0,0;0,0;;;;;;;;;38,5;;;;;;0,0;;;;;0,0;0,0;;;;0,0;0,0;0,0;0,0;;0,0;0,0;;;;;;;;;0,0;0,0;;;;0,0;0,0;;;;;;;;;32,6;31 1/4;27,0;Craig Mager;Dontae Johnson;David Amerson;Aqib Talib;Antonio Cromartie;South Carolina;3.16;2011;8 5/8;72;
42;Chris Maragos;S;200 lbs;3,98;6,52;101,6;121,0;121,7;4,54;10,5;10,19;94,2;0,0;2,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;;;;116,2;0,0;0,0;;;;0,0;0,0;;;;3.4%;;;;;36,0;0,0;2,0;;;;0,0;0,0;;;;0,0;0,0;;;;2,0;0,0;;;;0,0;4,0;;;;0,0;4,0;;;;0,0;0,0;;;;0,0;6,0;;;;0,0;6,0;;;;34,1;;27,9;L.J. McCray;Xavier Woods;Sean Davis;Michael Griffin;Rahim Moore;Wisconsin;Undrafted;2010;;71;
43;Chris Miller;S;190 lbs;4,12;7,09;97,1;133,0;126,9;4,61;11,21;9,9;84,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29 7/8;26,5;Donovan Wilson;Andrew Wingard;J.J. Wilcox;Mykkele Thompson;Deshazor Everett;Baylor;Undrafted;2020;9    ;71;Seattle Seahawks
44;Chris Prosinski;S;201 lbs;4,28;6,85;101,0;134,0;134,2;4,44;11,13;10,25;103,4;6,0;3,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;;;;112,7;0,0;0,0;;;;0,0;0,0;;;;30.9%;;;;;39,5;0,9;1,0;;;;0,0;0,0;;;;0,0;0,0;;;;146,0;0,0;;;;12,0;5,0;;;;1,7;1,7;;;;0,0;0,0;;;;18,0;8,0;;;;2,6;2,7;;;;33,8;;26,5;Earl Wolff;Dezmen Southward;Eric Berry;Darrell Stuckey;Cody Davis;Wyoming;4.24;2011;;73;
45;Chuck Clark;S;208 lbs;4,07;6,85;100,9;122,0;118,8;4,54;10,92;10,07;97,9;;0,0;3,0;28,0;41,0;;0,0;0,0;2,0;2,0;;0,0;0,0;0,0;2,0;;0,0;1,0;1,0;0,0;0,0;0,0;0,0;0,0;113,2;;0,0;0,0;8,0;15,0;;0,0;0,0;1,0;1,5;;;54.1%;81.7%;97.4%;34,0;;0,0;0,5;1,8;2,9;;1,0;0,0;9,0;1,0;;0,0;0,0;3,0;1,0;;0,0;340,0;927,0;924,0;;5,0;10,0;39,0;45,0;;0,8;1,7;2,4;3,2;;0,0;0,0;3,0;2,0;;5,0;13,0;67,0;86,0;;0,8;2,2;4,2;6,1;25,8;32 1/4;28,2;Xavier Woods;Kevin Byard;Harrison Smith;Rahim Moore;T.J. Ward;Virginia Tech;6.02;2017;9    ;72;Baltimore Ravens
46;Clayton Fejedelem;S;204 lbs;4,3;7,17;101,4;121,0;129,4;4,59;11,47;10,06;91,9;0,0;20,0;4,0;2,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;116,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;5.0%;;24.7%;16.2%;1.4%;40,5;0,0;2,0;0,4;0,3;0,0;0,0;1,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;10,0;0,0;632,0;532,0;69,0;3,0;22,0;18,0;11,0;1,0;1,0;2,2;2,0;1,4;1,0;1,0;0,0;0,0;0,0;0,0;3,0;42,0;22,0;13,0;1,0;1,0;4,2;2,4;1,6;1,0;27,7;30 5/8;27,7;Keanu Neal;Chris Banjo;Mykkele Thompson;Doug Middleton;2016;Illinois;7.24;9 5/8;72;Miami Dolphins;
47;Clayton Geathers;S;218 lbs;4,27;7,21;101,5;120,0;122,9;4,55;11,48;10,06;101,7;10,0;3,0;29,0;21,0;;1,0;0,0;1,0;0,0;;0,0;0,0;0,0;0,0;;0,0;0,0;0,0;1,0;;0,0;0,0;0,0;;121,0;0,0;0,0;0,0;0,0;;0,0;0,0;0,0;0,0;;94.1%;;93.5%;61.6%;;37,0;1,1;0,6;2,4;1,5;;0,0;0,0;3,0;0,0;;1,0;0,0;0,0;0,0;;560,0;0,0;765,0;868,0;;47,0;5,0;54,0;29,0;;5,2;1,0;4,5;2,1;;2,0;0,0;1,0;0,0;;57,0;8,0;83,0;50,0;;6,3;1,6;6,9;3,6;;28,7;31 5/8;28,0;Maurice Alexander;Johnathan Cyprien;Bacarri Rambo;K.J. Dillon;Jarrod Wilson;Central Florida;4.13;2015;9 1/8;74;
48;Cody Davis;S;203 lbs;4,01;6,77;100,5;123,0;132,1;4,46;10,78;10,43;102,6;4,0;10,0;;4,0;0,0;0,0;0,0;;0,0;0,0;0,0;0,0;;0,0;0,0;1,0;1,0;;0,0;0,0;0,0;;0,0;0,0;125,4;0,0;0,0;;0,0;0,0;0,0;0,0;;0,0;0,0;44.3%;;;16.1%;0.0%;41,5;0,5;1,7;;1,0;0,0;0,0;3,0;;0,0;0,0;0,0;0,0;;0,0;0,0;242,0;0,0;;255,0;71,0;6,0;9,0;;1,0;0,0;0,8;1,5;;0,3;0,0;0,0;0,0;;0,0;0,0;10,0;19,0;;5,0;0,0;1,3;3,2;;1,3;0,0;31,7;30 5/8;26,1;Dezmen Southward;Sean Davis;Jason Thompson;Morgan Burnett;Chris Prosinski;Texas Tech;Undrafted;2013;9 1/2;74;New England Patriots
49;Colin Jones;S;201 lbs;4,04;6,69;104,4;124,0;124,9;4,43;10,73;10,2;104,4;1,0;7,0;8,0;0,0;;0,0;0,0;0,0;0,0;;0,0;0,0;1,0;0,0;;0,0;1,0;1,0;0,0;;0,0;0,0;0,0;;128,1;0,0;0,0;0,0;0,0;;0,0;0,0;0,0;0,0;;15.4%;;23.8%;8.6%;;37,0;1,0;1,0;1,1;0,0;;0,0;1,0;0,0;0,0;;0,0;0,0;0,0;0,0;;10,0;0,0;407,0;58,0;;1,0;13,0;6,0;1,0;;1,0;1,9;0,9;1,0;;0,0;0,0;0,0;0,0;;2,0;20,0;14,0;1,0;;2,0;2,9;2,0;1,0;;33,3;;28,0;Michael Griffin;Sean Davis;Dezmen Southward;Chris Culliver;Antoine Bethea;TCU;6.25;2011;;71;
50;Colt Anderson;S;194 lbs;4,19;6,85;101,7;123,0;123,6;4,58;11,04;9,94;88,2;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;;;;106,6;0,0;;;;;0,0;0,0;;;;;;;;;36,5;;;;;;0,0;;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;;;;;;0,0;0,0;;;;0,0;0,0;;;;;;;;;35,3;;28,6;Jermaine Whitehead;Marqui Christian;Jimmie Ward;Jordan Lucas;Jordan Sterns;Montana;Undrafted;2009;;69;
51;Corey Moore;S;206 lbs;4,4;7,06;95,7;120,0;114,4;4,61;11,46;9,85;91,2;7,0;6,0;1,0;;;0,0;0,0;0,0;;;0,0;0,0;0,0;;;0,0;0,0;1,0;;;0,0;0,0;;;101,4;0,0;0,0;0,0;;;0,0;0,0;0,0;;;65.1%;;21.8%;;;32,0;0,7;0,7;0,3;;;0,0;1,0;0,0;;;1,0;0,0;0,0;;;386,0;0,0;229,0;;;17,0;15,0;3,0;;;1,7;1,7;0,8;;;1,0;1,0;0,0;;;24,0;21,0;4,0;;;2,4;2,3;1,0;;;28,0;32    ;26,4;Tedric Thompson;Tre Boston;Ha Ha Clinton-Dix;Jayron Kearse;Antonio Allen;Georgia;Undrafted;2015;7 5/8;74;
52;Curtis Riley;S;190 lbs;4,24;6,72;;129,0;130,0;4,55;10,96;10,18;88,7;;;;7,0;1,0;;;;1,0;0,0;;;;0,0;0,0;0,0;1,0;2,0;0,0;0,0;1,0;2,0;0,0;0,0;;;;;0,0;0,0;;;;0,0;0,0;;0.7%;60.2%;45.3%;54.5%;38,5;;;;0,7;0,5;;;;1,0;0,0;;;;2,0;0,0;;4,0;472,0;596,0;134,0;;;;24,0;6,0;;;;2,4;3,0;;;;2,0;0,0;;;;31,0;7,0;;;;3,1;3,5;28,5;32    ;25,8;Jermaine Whitehead;Michael B. Thomas;Jimmie Ward;Jimmie Ward;Deshazor Everett;Fresno State;Undrafted;2015;9 1/8;72;Pittsburgh Steelers
53;D'Cota Dixon;S;204 lbs;4,05;6,93;100,4;119,0;116,5;4,81;10,98;9,76;76,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26,2;29 1/4;29,3;Kyzir White;Jairus Byrd;Isaiah Johnson;Stefan McClure;Sharrod Neasman;Wisconsin;Undrafted;2019;9 1/8;70;
54;D.J. Swearinger;S;208 lbs;4,11;6,7;102,8;124,0;124,9;4,67;10,81;10,12;87,5;11,0;24,0;13,0;18,0;1,0;0,0;1,0;2,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;3,0;4,0;4,0;0,0;0,0;0,0;0,0;0,0;16,0;111,6;13,0;5,0;14,0;0,0;0,0;13,0;1,0;2,0;0,0;0,0;82.0%;;100.0%;86.4%;29.0%;37,0;0,7;1,5;1,0;2,0;0,2;0,0;6,0;6,0;3,0;1,0;3,0;2,0;0,0;0,0;0,0;836,0;0,0;816,0;575,0;341,0;53,0;54,0;38,0;30,0;9,0;3,3;3,4;2,9;3,3;1,5;3,0;2,0;0,0;0,0;0,0;64,0;78,0;51,0;48,0;10,0;4,0;4,9;3,9;5,3;1,7;29,4;32 3/8;29,0;Kenny Vaccaro;Duke Ihenacho;Sharrod Neasman;Stefan McClure;2013;South Carolina;2.25;9 1/2;71;New Orleans Saints;
55;Da'Norris Searcy;S;223 lbs;4,09;6,87;108,0;120,0;116,1;4,55;10,96;10,03;104,1;5,0;11,0;1,0;;;0,0;0,0;0,0;;;1,0;0,0;0,0;;;1,0;1,0;0,0;;;0,0;0,0;;;133,0;0,0;0,0;0,0;;;0,0;0,0;0,0;;;60.2%;;59.3%;;;33,0;0,4;1,1;0,5;;;0,0;1,0;0,0;;;2,0;0,0;0,0;;;522,0;0,0;118,0;;;34,0;12,0;4,0;;;2,6;1,2;2,0;;;2,0;0,0;0,0;;;39,0;23,0;5,0;;;3,0;2,3;2,5;;;32,2;33 1/2;31,1;Jamal Adams;Adrian Amos;J.J. Wilcox;Antone Exum;Jamarca Sanford;North Carolina;4.04;2011;9 1/2;71;
56;Daimion Stafford;S;221 lbs;4,26;7,06;98,9;111,0;107,4;4,69;11,32;9,76;91,4;12,0;0,0;;;;0,0;0,0;;;;1,0;0,0;;;;1,0;0,0;;;;0,0;;;;106,9;6,0;;;;;6,0;0,0;;;;64.2%;;;;;30,5;0,8;;;;;0,0;;;;;1,0;0,0;;;;615,0;0,0;;;;39,0;0,0;;;;2,6;;;;;1,0;0,0;;;;51,0;0,0;;;;3,4;;;;;30,0;31 1/8;29,2;Su'a Cravens;Chanceller James;Erik Harris;Jordan Richards;Kam Chancellor;Nebraska;7.42;2013;9 1/4;73;
57;Dallin Leavitt;S;203 lbs;4,19;6,73;102,5;122,0;119,7;4,61;10,92;9,88;89,9;;;;0,0;3,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;0,0;0,0;109,0;;;;0,0;0,0;;;;0,0;0,0;;;;11.8%;7.7%;34,5;;;;0,0;1,0;;;;0,0;1,0;;;;0,0;0,0;;;;255,0;195,0;;;;2,0;1,0;;;;0,5;0,3;;;;0,0;0,0;;;;2,0;4,0;;;;0,5;1,3;26,5;29 5/8;29,1;John Johnson;Marqui Christian;Colt Anderson;Jadar Johnson;L.J. McCray;Utah State;Undrafted;2018;9 1/4;70;
58;Damarious Randall;S;196 lbs;4,07;6,83;100,8;120,0;124,6;4,46;10,9;10,14;99,1;5,0;14,0;12,0;16,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;1,0;0,0;0,0;3,0;4,0;4,0;0,0;0,0;0,0;0,0;0,0;0,0;116,5;0,0;0,0;0,0;17,0;0,0;0,0;0,0;0,0;2,5;0,0;76.9%;;100.0%;100.0%;11.2%;38,0;0,5;1,0;0,8;1,5;0,5;0,0;5,0;5,0;6,0;0,0;0,0;5,0;2,0;1,0;0,0;497,0;0,0;1068,0;730,0;116,0;33,0;33,0;69,0;44,0;1,0;3,3;2,4;4,6;4,0;0,5;1,0;5,0;2,0;1,0;0,0;38,0;47,0;81,0;60,0;2,0;3,8;3,4;5,4;5,5;1,0;28,4;30 1/4;27,3;Devin McCourty;Colin Jones;Marcus Gilchrist;Michael Griffin;Sean Davis;Arizona State;1.30;2015;8 5/8;71;Seattle Seahawks
59;Damarius Travis;S;206 lbs;4,28;7,08;94,5;115,0;112,8;4,7;11,36;9,84;84,4;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;;;;93,2;0,0;;;;;0,0;0,0;;;;;;;;;32,5;;;;;;0,0;;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;;;;;;0,0;0,0;;;;0,0;0,0;;;;;;;;;26,8;31 3/4;27,2;DeAndre Houston-Carson;Ed Reynolds;Ha Ha Clinton-Dix;Andrew Adams;Dean Marlowe;Minnesota;Undrafted;2017;9    ;73;
60;Damian Parms;S;201 lbs;4,6;7,44;96,4;124,0;123,2;4,65;12,04;9,81;86,0;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;;;;102,1;0,0;;;;;0,0;0,0;;;;;;;;;36,0;;;;;;0,0;;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;;;;;;0,0;0,0;;;;0,0;0,0;;;;;;;;;28,3;32 3/4;26,5;Dashon Goldson;Denzel Johnson;Trae Elston;Darian Thompson;2015;Florida Atlantic;Undrafted;10 1/8;73;;
61;Damon Webb;S;202 lbs;;;;;;4,62;;;88,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25,2;31    ;28,2;Vinnie Sunseri;Rontez Miles;Deon Bush;Rickey Jefferson;Rolan Milligan;Ohio State;Undrafted;2018;8 3/4;71;
62;Damontae Kazee;S;184 lbs;4,27;7,11;95,6;124,0;119,8;4,54;11,38;9,81;86,6;;7,0;24,0;;4,0;;2,0;1,0;;1,0;;0,0;0,0;;0,0;;0,0;7,0;2,0;0,0;0,0;0,0;2,0;0,0;95,3;;0,0;0,0;;0,0;;0,0;0,0;;0,0;;;95.4%;22.2%;86.4%;34,0;;1,2;1,5;;1,0;;0,0;3,0;;0,0;;0,0;1,0;;0,0;;0,0;1038,0;209,0;279,0;;10,0;55,0;;16,0;;1,7;3,4;;4,0;;0,0;1,0;;0,0;;17,0;79,0;;20,0;;2,8;4,9;;5,0;27,7;30 7/8;26,4;Andre Hal;Charlie Miller;Stephen Roberts;Mike Adams;Shyheim Carter;San Diego State;5.05;2017;8 5/8;70;Atlanta Falcons
63;Dane Cruikshank;S;209 lbs;4,24;6,89;104,3;121,0;126,0;4,41;11,13;10,19;110,5;;;0,0;0,0;0,0;;;0,0;0,0;0,0;;;0,0;0,0;0,0;;;0,0;0,0;1,0;;0,0;0,0;0,0;134,1;;;0,0;0,0;0,0;;;0,0;0,0;0,0;;;20.3%;0.0%;1.4%;38,5;;;0,0;0,0;0,0;;;0,0;0,0;0,0;;;0,0;0,0;0,0;;;148,0;135,0;74,0;;;2,0;1,0;0,0;;;1,0;0,5;0,0;;;1,0;0,0;0,0;;;2,0;1,0;0,0;;;1,0;0,5;0,0;25,8;31    ;27,6;Antoine Bethea;Montae Nicholson;Darrell Stuckey;Jabrill Peppers;Chris Culliver;Arizona;5.15;2018;8 3/4;73;Tennessee Titans
64;Daniel Sorensen;S;205 lbs;3,95;6,47;96,2;113,0;110,9;4,67;10,42;10,09;86,2;8,0;28,0;13,0;13,0;25,0;2,0;0,0;0,0;0,0;2,0;3,0;0,0;1,0;0,0;0,0;3,0;1,0;1,0;2,0;3,0;0,0;0,0;0,0;6,0;105,4;8,0;17,0;0,0;0,0;0,0;8,0;1,5;0,0;0,0;0,0;52.5%;;72.2%;56.1%;84.6%;32,0;0,5;1,9;1,9;0,9;1,8;0,0;4,0;1,0;3,0;2,0;1,0;1,0;0,0;0,0;0,0;524,0;0,0;490,0;1001,0;894,0;45,0;60,0;12,0;39,0;60,0;3,0;4,0;1,7;2,6;4,3;4,0;3,0;0,0;1,0;1,0;53,0;88,0;25,0;52,0;85,0;3,5;5,9;3,6;3,5;6,1;30,9;31    ;27,0;D.J. Swearinger;Jarrod Harper;Jordan Richards;Duke Ihenacho;Tre Sullivan;BYU;Undrafted;2014;8 1/2;73;Kansas City Chiefs
65;Daniel Thomas;S;215 lbs;4,2;7,04;108,6;125,0;125,4;4,51;11,24;10,0;103,9;;;;;5,0;;;;;0,0;;;;;0,0;;;;;1,0;;;;22,0;128,1;;;;;0,0;;;;;0,0;;;;;51.3%;37,0;;;;;1,3;;;;;1,0;;;;;0,0;;;;;269,0;;;;;11,0;;;;;2,8;;;;;0,0;;;;;16,0;;;;;4,0;;31 5/8;30,8;Derrick Kindred;Darian Stewart;Jabrill Peppers;Mike Edwards;Matt Elam;Auburn;5.12;2020;9 1/4;70;Jacksonville Jaguars
66;Darian Stewart;S;213 lbs;4,32;6,89;103,0;122,0;123,9;4,53;11,21;10,05;101,2;15,0;14,0;18,0;4,0;;2,0;0,0;0,0;0,0;;1,0;0,0;1,0;0,0;;3,0;3,0;2,0;0,0;;0,0;0,0;0,0;;103,5;0,0;0,0;9,0;0,0;;0,0;0,0;1,0;0,0;;100.0%;;96.3%;57.3%;;37,0;0,9;0,9;1,3;1,0;;0,0;2,0;1,0;1,0;;2,0;1,0;0,0;0,0;;1085,0;0,0;908,0;274,0;;53,0;49,0;42,0;5,0;;3,3;3,3;3,0;1,3;;2,0;3,0;0,0;0,0;;68,0;63,0;60,0;9,0;;4,3;4,2;4,3;2,3;;32,5;32 1/2;29,7;Jeff Heath;K.J. Dillon;Jaquiski Tartt;Kavon Frazier;Malik Hooker;South Carolina;Undrafted;2010;8 7/8;71;
67;Darian Thompson;S;208 lbs;4,33;7,26;94,6;118,0;114,3;4,69;11,59;9,73;86,0;3,0;30,0;;18,0;10,0;0,0;0,0;;0,0;1,0;0,0;0,0;;1,0;0,0;0,0;1,0;;0,0;1,0;0,0;;2,0;28,0;90,9;0,0;0,0;;13,0;0,0;0,0;0,0;;1,5;0,0;64.9%;;;73.6%;48.3%;32,5;1,5;2,0;;2,0;0,9;0,0;5,0;;3,0;0,0;0,0;2,0;;2,0;0,0;87,0;0,0;;580,0;743,0;4,0;45,0;;19,0;27,0;2,0;3,0;;2,1;2,5;0,0;2,0;;2,0;0,0;7,0;75,0;;37,0;37,0;3,5;5,0;;4,1;3,4;27,4;30 3/8;27,4;Bradley McDougald;Ronald Martin;Chanceller James;Phillip Thomas;2016;Boise State;3.08;9 1/8;73;Dallas Cowboys;
68;Darius West;S;208 lbs;4,27;7,4;101,7;113,0;113,5;4,39;11,67;9,83;112,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31 3/8;29,0;A.J. Moore;Natrell Jamerson;Quintin Demps;Terrence Brooks;Minkah Fitzpatrick;Kentucky;Undrafted;2019;9 1/8;71;
69;Darnell Savage;S;198 lbs;4,14;7,03;102,2;126,0;130,2;4,36;11,17;10,18;109,6;;;;14,0;18,0;;;;2,0;0,0;;;;0,0;1,0;;;;2,0;3,0;;;0,0;0,0;116,6;;;;0,0;10,0;;;;0,0;1,0;;;;98.5%;86.5%;39,5;;;;1,0;1,4;;;;3,0;6,0;;;;1,0;2,0;;;;884,0;787,0;;;;41,0;42,0;;;;2,9;3,2;;;;1,0;2,0;;;;55,0;60,0;;;;3,9;4,6;23,5;31    ;27,6;Tarvarius Moore;Steven Terrell;Chris Culliver;Chris Prosinski;Justin Reid;Maryland;1.21;2019;9 1/8;71;Green Bay Packers
70;Darrell Stuckey;S;205 lbs;;;;120,0;127,2;4,46;;;103,6;0,0;0,0;;;;0,0;0,0;;;;1,0;0,0;;;;0,0;0,0;;;;0,0;;;;;0,0;;;;;0,0;0,0;;;;4.5%;;;;;39,5;0,0;;;;;0,0;;;;;0,0;0,0;;;;8,0;0,0;;;;4,0;0,0;;;;1,3;;;;;0,0;0,0;;;;4,0;0,0;;;;1,3;;;;;33,6;31    ;27,0;Jabrill Peppers;Reggie Nelson;Rayshawn Jenkins;Terrence Brooks;Rashad Johnson;Kansas;4.14;2010;9 3/4;73;
71;Dashon Goldson;S;205 lbs;4,46;7,37;93,4;115,0;116,2;4,6;11,83;9,86;91,6;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;;;;92,3;0,0;;;;;0,0;0,0;;;;4.2%;;;;;34,5;0,0;;;;;0,0;;;;;0,0;0,0;;;;3,0;0,0;;;;0,0;0,0;;;;0,0;;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;;;;;36,4;;26,3;Corey Moore;Tedric Thompson;Jarrod Wilson;Damian Parms;Tre Boston;Washington;Undrafted;2007;;74;
