;Full Name;Position;Weight;20-Yard Shuttle;3-Cone Drill;40-Yard Dash;Agility Score;Athleticism Score;Bench Press;Broad Jump;Burst Score;Height-adjusted Speed Score;Assisted Tackles (2016);Assisted Tackles (2017);Assisted Tackles (2018);Assisted Tackles (2019);Assisted Tackles (2020);Batted Passes (2016);Batted Passes (2017);Batted Passes (2018);Batted Passes (2019);Batted Passes (2020);Forced Fumbles (2016);Forced Fumbles (2017);Forced Fumbles (2018);Forced Fumbles (2019);Forced Fumbles (2020);Fumble Recoveries (2016);Fumble Recoveries (2017);Fumble Recoveries (2018);Fumble Recoveries (2019);Fumble Recoveries (2020);Playmaking Radius;Run Stuffs (2016);Run Stuffs (2017);Run Stuffs (2018);Run Stuffs (2019);Run Stuffs (2020);SPARQ-x;Sack Yards (2016);Sack Yards (2017);Sack Yards (2018);Sack Yards (2019);Sack Yards (2020);Speed Score;Vertical Jump;Assisted Tackles Per Game (2016);Assisted Tackles Per Game (2017);Assisted Tackles Per Game (2018);Assisted Tackles Per Game (2019);Assisted Tackles Per Game (2020);Pass Break-ups (2018);Pass Break-ups (2019);Pass Break-ups (2020);Sacks (2016);Sacks (2017);Sacks (2018);Sacks (2019);Sacks (2020);Snap Share (2014);Snap Share (2016);Snap Share (2017);Snap Share (2018);Snap Share (2019);Snap Share (2020);Snaps (2016);Snaps (2017);Snaps (2018);Snaps (2019);Snaps (2020);Solo Tackles (2016);Solo Tackles (2017);Solo Tackles (2018);Solo Tackles (2019);Solo Tackles (2020);Solo Tackles Per Game (2016);Solo Tackles Per Game (2017);Solo Tackles Per Game (2018);Solo Tackles Per Game (2019);Solo Tackles Per Game (2020);Tackles For Loss (2016);Tackles For Loss (2017);Tackles For Loss (2018);Tackles For Loss (2019);Tackles For Loss (2020);Total Tackles (2016);Total Tackles (2017);Total Tackles (2018);Total Tackles (2019);Total Tackles (2020);Total Tackles Per Game (2016);Total Tackles Per Game (2017);Total Tackles Per Game (2018);Total Tackles Per Game (2019);Total Tackles Per Game (2020);Age;Arm Length;BMI;Best Comparable Player (1);Best Comparable Player (2);Best Comparable Player (3);Best Comparable Player (4);Best Comparable Player (5);College;Draft Pick;Draft Year;Hand Size;Height (Inches);Team
383;Zach Sieler;DL;288 lbs;4,63;7,14;4,88;11,77;100,1;31,0;118,0;108,3;;;;1,0;6,0;19,0;;;0,0;2,0;0,0;;;0,0;0,0;0,0;;;0,0;0,0;0,0;10,31;;;0,0;0,0;6,0;119,0;;;0,0;8,0;28,0;101,6;29,0;;;1,0;1,2;1,4;0,0;0,0;1,0;;;0,0;1,0;3,5;;;;7.9%;31.6%;51.7%;;;76,0;329,0;873,0;;;0,0;5,0;24,0;;;0,0;1,0;1,7;;;0,0;0,0;7,0;;;1,0;11,0;43,0;;;1,0;2,2;3,1;25,4;33 3/4;33,3;Nick Fairley;Chris Wormley;Derek Wolfe;Gerald McCoy;Casey Sayles;Ferris State;7.20;2018;10 1/8;78;Miami Dolphins
384;Zaycoven Henderson;DL;298 lbs;4,58;7,33;5,16;11,91;100,9;20,0;105,0;102,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26,2;32 3/4;39,3;Sheldon Day;Jamie Meder;Kaleb Eulls;Olsen Pierre;Ryan Glasgow;Texas A&M;Undrafted;2018;9 3/4;73;
385;Ziggy Hood;DL;300 lbs;4,55;7,5;4,83;12,05;106,0;34,0;96,0;104,1;;17,0;15,0;6,0;;;0,0;0,0;1,0;;;2,0;0,0;0,0;;;0,0;0,0;0,0;;;10,32;3,0;1,0;0,0;;;136,3;8,0;0,0;0,0;;;110,2;33,0;1,1;1,5;0,8;;;0,0;;;1,0;0,0;0,0;;;;63.1%;57.2%;31.1%;;;663,0;390,0;498,0;;;15,0;10,0;3,0;;;0,9;1,0;0,4;;;3,0;1,0;0,0;;;32,0;25,0;9,0;;;2,0;2,5;1,1;;;34,0;33 3/4;37,5;Sharrif Floyd;Lawrence Guy;Leonard Williams;Eddie Vanderdoes;Tyrunn Walker;Missouri;1.32;2009;9 5/8;75;
386;Anthony Rush;;;;;;;;;;;;;;;3,0;2,0;;;;2,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;;3,0;0,0;;;;;0,0;3,0;;;;;;0,5;1,0;;0,0;0,0;;;;0,0;0,5;;;;;30.0%;23.6%;;;;370,0;140,0;;;;6,0;2,0;;;;1,0;1,0;;;;3,0;0,0;;;;9,0;4,0;;;;1,5;2,0;24,4;33 1/8;42,8;Paul Soliai;Josh Augusta;Dontari Poe;John Jenkins;Tony McDaniel;UAB;Undrafted;2019;9 1/8;76;Seattle Seahawks
387;Bravvion Roy;;;;;;;;;;;;;;;;15,0;;;;;0,0;;;;;0,0;;;;;0,0;;;;;;2,0;;;;;;6,0;;;;;;;1,3;;;0,0;;;;;1,0;;;;;;37.4%;;;;;775,0;;;;;8,0;;;;;0,7;;;;;2,0;;;;;23,0;;;;;1,9;23,3;30 1/8;43,8;Array;Baylor;6.05;2020;9    ;73;Carolina Panthers;;;;
388;Daniel Ross;;;;;;;;;;;;0,0;1,0;8,0;;3,0;0,0;0,0;0,0;;0,0;0,0;0,0;1,0;;0,0;0,0;1,0;1,0;;0,0;;0,0;0,0;4,0;;0,0;;0,0;1,0;6,0;;0,0;;;;0,5;0,9;;1,0;0,0;;0,0;0,0;1,0;1,0;;0,0;;;44.0%;34.1%;;23.4%;0,0;48,0;575,0;;205,0;0,0;4,0;6,0;;2,0;;2,0;0,7;;0,7;0,0;0,0;5,0;;0,0;0,0;5,0;14,0;;5,0;;2,5;1,6;;1,7;27,9;;38,1;Deandre Coleman;DeShawn Williams;Pat Sims;Vincent Taylor;Treyvon Hester;NE Mississippi;Undrafted;2017;;75;Las Vegas Raiders
389;Javon Kinlaw;;;;;;;;;;;;;;;;19,0;;;;;3,0;;;;;0,0;;;;;0,0;;;;;;2,0;;;;;;10,0;;;;;;;1,4;;;0,0;;;;;1,5;;;;;;59.0%;;;;;853,0;;;;;15,0;;;;;1,1;;;;;2,0;;;;;34,0;;;;;2,4;23,3;34 7/8;38,4;Arthur Jones;Deon Simon;Star Lotulelei;Christian Wilkins;Jordan Phillips;South Carolina;1.14;2020;10 1/2;77;San Francisco 49ers
390;Kapron Lewis-Moore;;;;;;;;;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;;0,0;0,0;;;;;0,0;0,0;;;;;;;;;;;;;;0,0;0,0;;;;;;;;;;0,0;0,0;;;;0,0;0,0;;;;;;;;;0,0;0,0;;;;0,0;0,0;;;;;;;;;31,0;33 5/8;36,3;Mike Bennett;Vincent Taylor;Treyvon Hester;DaJohn Harris;Stacy McGee;Notre Dame;6.32;2013;10    ;76;
391;Leger Douzable;;;;;;;;;;;;27,0;4,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;;4,0;1,0;;;;;15,0;13,0;;;;;;1,8;1,0;;;;;;;1,5;2,0;;;;;46.6%;72.0%;;;;457,0;198,0;;;;15,0;15,0;;;;1,0;3,8;;;;4,0;1,0;;;;42,0;19,0;;;;2,8;4,8;;;;34,7;;35,0;Vincent Taylor;Devon Still;Rodney Gunter;Quinton Jefferson;Corey Peters;Central Florida;Undrafted;2008;;77;
392;Quinton Dial;;;;;;;;;;;;17,0;10,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;;1,0;1,0;;;;;0,0;0,0;;;;;;1,3;1,1;;;;;;;0,0;0,0;;;;;51.8%;40.4%;;;;466,0;239,0;;;;19,0;10,0;;;;1,5;1,1;;;;1,0;1,0;;;;36,0;20,0;;;;2,8;2,2;;;;30,5;34 1/2;37,7;Alan Branch;Domata Peko;Dalvin Tomlinson;Shamar Stephen;Angelo Blackson;Alabama;5.24;2013;9 3/8;77;
393;Rodney Coe;;;;;;;;;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;;0,0;0,0;;;;;0,0;0,0;;;;;;;;;;;;;;0,0;0,0;;;;;;;;;;0,0;0,0;;;;0,0;0,0;;;;;;;;;0,0;0,0;;;;0,0;0,0;;;;;;;;;27,7;33 1/2;38,7;Deandre Coleman;DeShawn Williams;Arthur Jones;Pat Sims;Vincent Taylor;Akron;Undrafted;2016;9 3/8;75;
394;Jashon Cornell;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24,1;;36,6;Array;Ohio State;7.21;2020;;74;Detroit Lions;;;;
